traj_id,url,clearance,smoothness,path_length,max_acc,maxmin_joint_limit_distance,elbow_length,elbow_smoothness,elbow_max_curvature,elbow_lin_acc,elbow_quat_dist,tool_length,tool_smoothness,tool_max_curvature,tool_lin_acc,tool_quat_dist,wrist_length,wrist_smoothness,wrist_max_curvature,wrist_lin_acc,wrist_quat_dist,h_wrist_bfs,h_bfs_wrist,H_wrist_bfs,imh_wrist_bfs,h_elbow_bfs,h_bfs_elbow,H_elbow_bfs,imh_elbow_bfs,h_tool_bfs,h_bfs_tool,H_tool_bfs,imh_tool_bfs,h_wrist_elbow,h_elbow_wrist,H_wrist_elbow,imh_wrist_elbow,wrist_bfs_dtw,tool_bfs_dtw,elbow_bfs_dtw,wrist_tool_dtw
2014_Sep_17_18_38_40,http://www.youtube.com/watch?v=ywg2lbEDRdk,0.0767461,0.621492,19.6869,1.44371,0.499765,1.22806,0.514756,0.522536,1.28644,4.25955,2.76092,0.886822,1.40877,5.00081,9.66085,2.00388,0.724533,1.20443,6.18302,9.66085,0.71624,0.230806,0.71624,0.287145,0.620697,0.386749,0.620697,0.274448,0.725598,0.324456,0.725598,0.313013,0.321,0.321,0.321,0.27862,24.4889,26.0793,28.8856,13.8448
2014_Sep_17_18_38_41,http://www.youtube.com/watch?v=kNImX34xGlM,0.0660168,0.819735,4.28962,0.681413,0.422552,0.443853,0.178167,0.490182,0.644125,2.06769,0.990336,1.02512,0.796117,9.77172,1.9692,0.751975,0.873202,0.603769,6.81836,1.9692,0.339575,0.242133,0.339575,0.220074,0.423803,0.398024,0.423803,0.227455,0.300328,0.235738,0.300328,0.180621,0.321,0.321,0.321,0.272577,3.88457,3.38652,4.78016,2.86899
2014_Sep_17_18_38_42,http://www.youtube.com/watch?v=yo47Wg-43iA,0.0657998,0.991425,5.76591,1.71165,0.496883,0.469796,0.123295,0.503909,2.30819,1.68813,1.05064,0.895885,0.751547,5.76953,3.13122,0.703859,0.514848,0.582949,4.52164,3.13122,0.307069,0.266879,0.307069,0.216977,0.424391,0.398024,0.424391,0.215043,0.307738,0.239507,0.307738,0.174727,0.321,0.321,0.321,0.266257,5.43246,4.94247,7.45064,3.96
2014_Sep_17_18_38_43,http://www.youtube.com/watch?v=zba9snrwivQ,0.0362367,0.662493,15.5075,1.09337,0.499813,0.683201,1.50676,0.607345,1.19537,2.82842,1.21876,0.63073,0.763181,2.33135,7.11241,0.659613,1.06823,1.57252,2.31356,7.11241,0.214155,0.203347,0.214155,0.11862,0.424143,0.451649,0.451649,0.35959,0.262503,0.185497,0.262503,0.158088,0.321,0.321,0.321,0.289146,10.2444,10.4393,25.6999,10.9732
2014_Sep_17_18_38_44,http://www.youtube.com/watch?v=fvNdPGMSAkc,0.042808,0.753948,19.6176,1.72329,0.498738,1.13806,1.01111,0.658446,1.48765,4.00026,2.33687,1.04464,1.98685,12.4251,9.23207,1.4741,0.938473,1.61752,3.30831,9.23207,0.283227,0.303684,0.303684,0.151837,0.478735,0.531453,0.531453,0.367957,0.35143,0.174693,0.35143,0.144063,0.321,0.321,0.321,0.235366,18.4759,13.6731,36.4713,13.86
2014_Sep_17_18_38_45,http://www.youtube.com/watch?v=XHKtT-_IKXM,0.0626242,0.799054,7.31504,0.903736,0.489426,0.560139,0.702701,0.475642,1.7295,2.96015,1.61962,1.04125,0.845654,26.1167,2.87338,1.20215,0.981999,0.687528,13.1425,2.87338,0.425916,0.30874,0.425916,0.215108,0.402427,0.505854,0.505854,0.308225,0.460721,0.181932,0.460721,0.210982,0.321,0.321,0.321,0.263482,7.87248,6.7711,11.2033,5.04
2014_Sep_17_18_38_46,http://www.youtube.com/watch?v=Q9KFer6XUZ8,0.047476,0.868955,5.17625,0.937611,0.349268,0.334805,0.350784,0.518541,0.51703,2.12967,1.20933,1.22888,0.919661,10.5556,2.588,0.833124,0.938563,0.708414,6.71948,2.588,0.217118,0.302272,0.302272,0.139491,0.402321,0.55323,0.55323,0.351078,0.279648,0.149708,0.279648,0.13399,0.321,0.321,0.321,0.300748,4.5695,3.16266,9.05903,3.6
2014_Sep_17_18_38_47,http://www.youtube.com/watch?v=EpgrjVE9q68,0.087769,0.133568,17.702,2.29251,0.478789,0.971268,0.198881,0.55946,0.745712,3.7031,1.49418,0.381983,33.1432,7.56484,7.61356,1.21601,0.52582,2.33458,2.27798,7.61356,0.45182,0.323352,0.45182,0.276074,0.730602,0.528888,0.730602,0.531638,0.281835,0.240674,0.281835,0.170238,0.321,0.321,0.321,0.222961,24.9666,15.7019,43.2833,10.5034
2014_Sep_17_18_38_48,http://www.youtube.com/watch?v=gq8lbrHBlk0,0.0793921,0.577375,11.7789,1.3767,0.478789,0.57296,0.236475,0.522391,0.868952,3.37234,1.52268,0.691059,0.570688,3.52622,5.5808,0.880944,0.613948,0.478933,1.2206,5.5808,0.416524,0.333768,0.416524,0.282611,0.51414,0.528804,0.528804,0.4603,0.475954,0.210441,0.475954,0.214789,0.321,0.321,0.321,0.22697,15.2913,11.4879,25.5594,7.95729
2014_Sep_17_18_38_49,http://www.youtube.com/watch?v=YIGkNbJBNoc,0.0325753,0.868984,21.21,1.17522,0.497701,1.28065,1.24652,0.553645,1.3772,4.34118,1.98295,0.967731,7.62345,8.9635,8.12522,1.70301,1.1477,1.23892,5.39322,8.12522,0.500348,0.198183,0.500348,0.140814,0.587208,0.482862,0.587208,0.258268,0.439555,0.127459,0.439555,0.0911316,0.321,0.321,0.321,0.233618,15.044,8.56171,39.8332,15.6497
2014_Sep_17_18_38_50,http://www.youtube.com/watch?v=Y4F6Z7XDcvg,0.0530708,0.553005,15.9597,1.90944,0.495719,1.44922,0.932461,0.606505,0.872018,3.79926,2.11316,0.64903,3.84306,4.42361,7.13039,1.5126,0.586903,7.01666,1.06602,7.13039,0.361733,0.230077,0.361733,0.235829,0.679723,0.45008,0.679723,0.325589,0.478222,0.332496,0.478222,0.275701,0.321,0.321,0.321,0.187733,15.9391,17.8604,24.6842,10.3581
2014_Sep_17_18_38_51,http://www.youtube.com/watch?v=gMcOJlcKbwE,0.061935,0.34623,15.4529,0.424847,0.450393,1.25704,0.469052,0.628432,0.878755,4.50458,2.0352,0.535928,1.35596,1.80112,6.89488,1.97725,0.674877,4.2514,2.03827,6.89488,0.660229,0.21056,0.660229,0.29186,0.69242,0.482862,0.69242,0.423074,0.542975,0.278046,0.542975,0.248161,0.321,0.321,0.321,0.189023,19.934,17.2515,31.1545,9.62237
2014_Sep_17_18_38_52,http://www.youtube.com/watch?v=DqTFbKSMj4k,0.0512204,0.372158,20.365,1.59572,0.498492,1.39339,0.920247,0.550997,1.68062,5.57423,2.34326,0.665258,4.88465,5.89523,7.09398,1.76312,0.72959,3.1218,3.32968,7.09398,0.325868,0.236203,0.325868,0.193464,0.560408,0.47433,0.560408,0.290554,0.453467,0.283794,0.453467,0.186063,0.321,0.321,0.321,0.236006,16.6823,17.521,30.7466,13.3221
2014_Sep_17_18_38_53,http://www.youtube.com/watch?v=rsgVi1h-REU,0.054529,0.486651,17.508,0.473689,0.482823,1.47045,0.743429,0.554635,1.64356,8.09157,2.4584,0.469721,0.670408,7.60575,7.42939,2.35899,0.70623,1.59949,6.9091,7.42939,0.469187,0.188364,0.469187,0.295218,0.487852,0.445253,0.487852,0.307637,0.427706,0.163085,0.427706,0.22963,0.321,0.321,0.321,0.235342,21.7481,17.708,25.0965,11.0341
2014_Sep_17_18_38_54,http://www.youtube.com/watch?v=dA60SM3BTp4,0.0697416,0.277012,16.305,0.883776,0.498388,1.05518,0.370924,0.501741,1.38732,4.26171,2.28688,0.867654,0.946581,2.5379,7.80959,1.75729,0.70331,0.588116,1.60808,7.80959,0.377044,0.221771,0.377044,0.241034,0.521479,0.457014,0.521479,0.344953,0.508761,0.164353,0.508761,0.206939,0.321,0.321,0.321,0.217891,16.6037,14.1053,26.0937,10.3082
2014_Sep_17_18_38_55,http://www.youtube.com/watch?v=7lNf-qvsGb8,0.0197954,6.21725e-16,1.93872,0.682494,0.489462,0.168751,0.00529786,0.587741,1.75695,0.380197,0.315059,0.0111476,0.741879,7.04252,0.605143,0.263972,0.00537498,0.918123,4.23337,0.605143,0.237796,0.304603,0.304603,0.219073,0.454357,0.521455,0.521455,0.431027,0.117518,0.136251,0.136251,0.103988,0.321,0.321,0.321,0.288956,2.43071,0.903525,4.80068,1.62
2014_Sep_17_18_38_56,http://www.youtube.com/watch?v=_42KB11RYDM,0.0198621,2.66454e-16,1.91933,0.552388,0.490775,0.16847,0.00527521,0.587694,1.44791,0.380272,0.316835,0.0111408,0.747374,5.86726,0.608033,0.263784,0.00536491,0.917746,3.49524,0.608033,0.237976,0.304694,0.304694,0.219193,0.454129,0.521989,0.521989,0.430942,0.117553,0.135604,0.135604,0.103903,0.321,0.321,0.321,0.289151,2.4375,0.909939,4.79824,1.62
2014_Sep_17_18_38_57,http://www.youtube.com/watch?v=TVv9ObLSVno,0.0200931,6.21725e-16,1.90992,0.550262,0.487842,0.169815,0.00536592,0.581451,1.47802,0.378337,0.315417,0.0109499,0.742093,5.84343,0.593655,0.264383,0.00539344,0.90797,3.53118,0.593655,0.238152,0.305165,0.305165,0.219641,0.455128,0.522231,0.522231,0.43139,0.117264,0.135848,0.135848,0.104531,0.321,0.321,0.321,0.288686,2.44442,0.912329,4.80197,1.62
2014_Sep_17_18_38_58,http://www.youtube.com/watch?v=N1DBCn3mTjg,0.114577,0.0963375,12.6991,1.05958,0.496748,0.768512,0.121527,0.519925,1.85108,3.8286,1.88651,0.302222,1.09473,6.61849,3.47412,1.79538,0.218101,0.74202,5.8553,3.47412,0.766195,0.344364,0.766195,0.481294,0.589577,0.501733,0.589577,0.49783,0.678843,0.333457,0.678843,0.445231,0.321,0.321,0.321,0.290853,25.2771,22.3414,26.9417,7.29794
2014_Sep_17_18_38_59,http://www.youtube.com/watch?v=20JLLLNDK6A,0.0716781,0.158759,11.3097,1.09637,0.462495,0.604894,0.416308,0.502618,1.89743,2.95246,1.65698,0.422413,1.18551,4.32939,6.7552,1.25092,0.42687,0.803825,3.37231,6.7552,0.504291,0.282119,0.504291,0.266123,0.536033,0.476967,0.536033,0.39913,0.614106,0.305585,0.614106,0.277646,0.321,0.321,0.321,0.255645,13.633,12.5642,21.1266,6.86186
2014_Sep_17_18_39_00,http://www.youtube.com/watch?v=rcvm-UERshg,0.0711522,0.237971,11.7675,2.14287,0.498244,0.684147,0.23886,0.504563,1.39506,1.97211,1.49868,0.461958,1.14866,3.73177,6.79323,1.2454,0.207793,0.791545,5.48898,6.79323,0.407592,0.34385,0.407592,0.284109,0.530045,0.504212,0.530045,0.407807,0.384702,0.331817,0.384702,0.25502,0.321,0.321,0.321,0.299848,14.8962,12.1234,21.8397,5.88174
2014_Sep_17_18_39_01,http://www.youtube.com/watch?v=z8KFm1jQ5Dw,0.116764,0.0449361,13.6716,0.962403,0.476836,0.765345,0.0391674,0.56741,1.17938,2.44619,1.92141,0.10676,1.25454,19.2628,5.65766,1.42799,0.0703903,0.816538,7.43744,5.65766,0.59314,0.497901,0.59314,0.426201,0.426522,0.537836,0.537836,0.392601,0.756235,0.510698,0.756235,0.503714,0.321,0.321,0.321,0.310178,26.9549,31.4265,26.3412,9.33486
2014_Sep_17_18_39_03,http://www.youtube.com/watch?v=egAkSBskKAE,0.104858,0.221026,8.3021,0.298978,0.455957,0.982161,0.390453,0.582614,1.35419,2.20444,1.87685,0.40676,1.04898,7.02023,3.32442,1.6137,0.359144,0.872948,4.30144,3.32442,0.727702,0.502559,0.727702,0.444792,0.595973,0.537885,0.595973,0.461126,0.814168,0.522336,0.814168,0.425617,0.321,0.321,0.321,0.325725,17.5992,16.812,18.4345,5.25403
2014_Sep_17_18_39_04,http://www.youtube.com/watch?v=kqE4EnBNM1Q,0.13227,0.224197,8.88797,0.258598,0.456567,1.4125,0.594766,0.593402,1.52654,3.13733,2.73308,0.624254,1.08753,6.85121,3.77422,2.31327,0.561044,0.887167,5.11103,3.77422,1.06735,0.513641,1.06735,0.626781,0.842986,0.544479,0.842986,0.589517,1.15414,0.533307,1.15414,0.639635,0.321,0.321,0.321,0.335471,25.0061,25.2166,23.5555,6.12
2014_Sep_17_18_39_05,http://www.youtube.com/watch?v=mQAW6rUUXsQ,0.0918391,0.931972,15.4969,0.843715,0.494573,0.96958,0.922966,0.627066,2.39775,4.44486,2.80744,1.28211,1.97023,16.3654,7.70001,2.20359,0.949561,0.876414,13.6529,7.70001,0.655974,0.258952,0.655974,0.342443,0.553617,0.48317,0.553617,0.396835,0.696897,0.2741,0.696897,0.313062,0.321,0.321,0.321,0.296205,25.5849,21.7551,33.1069,10.523
2014_Sep_17_18_39_06,http://www.youtube.com/watch?v=IOSQruTWLjY,0.0954623,0.633602,9.84071,0.661725,0.462495,1.05449,0.976005,0.514892,2.19246,3.33139,2.07325,1.14,1.05873,4.38394,4.35396,1.84836,0.986157,0.728045,5.08237,4.35396,0.473253,0.258975,0.473253,0.311748,0.522714,0.483167,0.522714,0.417301,0.407514,0.252698,0.407514,0.222174,0.321,0.321,0.321,0.284564,15.2292,9.62773,21.8997,5.89266
2014_Sep_17_18_39_07,http://www.youtube.com/watch?v=-2waSFH0axQ,0.0738044,0.6111,10.9177,0.227104,0.462495,1.26645,1.04041,0.516824,1.74119,2.87848,1.66777,1.32449,2.62184,3.31671,4.95631,1.62289,0.937929,0.738159,3.07642,4.95631,0.527289,0.258901,0.527289,0.307737,0.715782,0.483169,0.715782,0.483749,0.426856,0.170605,0.426856,0.226211,0.321,0.321,0.321,0.249466,17.0605,11.289,26.8231,7.32888
2014_Sep_17_18_39_08,http://www.youtube.com/watch?v=vDOTCcEdjJg,0.0880554,0.114984,11.3644,2.57915,0.419343,0.496354,0.58922,0.458975,1.19026,1.32545,1.30687,0.129106,0.933619,19.9655,6.55389,0.838894,0.276395,0.593079,3.81287,6.55389,0.413861,0.385408,0.413861,0.243842,0.463305,0.491397,0.491397,0.349364,0.462724,0.380828,0.462724,0.203567,0.321,0.321,0.321,0.310335,12.5702,12.8036,18.6822,7.70974
2014_Sep_17_18_39_09,http://www.youtube.com/watch?v=TvDwbB-NIiA,0.107103,0.617191,8.06418,2.15432,0.419343,0.559101,0.420058,0.509062,1.63882,1.97762,1.57105,0.576727,1.02684,13.2619,3.7674,1.10991,0.632276,0.827129,4.48532,3.7674,0.547,0.38053,0.547,0.350634,0.448409,0.484788,0.484788,0.384291,0.617682,0.380528,0.617682,0.342787,0.321,0.321,0.321,0.31922,12.2365,13.6092,13.4143,5.47624
2014_Sep_17_18_39_10,http://www.youtube.com/watch?v=GcafoheCmyg,0.122457,0.530222,6.98724,0.176711,0.419343,0.863376,0.798571,0.514653,2.09464,2.36707,1.85267,0.97087,0.924475,5.76844,2.2704,1.56465,0.884621,0.828239,4.87029,2.2704,0.827409,0.390546,0.827409,0.486635,0.695144,0.497416,0.695144,0.517599,0.849205,0.386661,0.849205,0.449624,0.321,0.321,0.321,0.323111,14.5422,13.7302,14.9198,4.44594
2014_Sep_17_18_39_11,http://www.youtube.com/watch?v=vd4PTPjkq9g,0.11691,0.171033,12.8218,1.06903,0.496342,1.0593,0.775609,0.611107,1.93864,4.32754,2.5724,0.377408,2.20526,16.2744,7.76056,2.02251,0.311707,1.23564,10.4131,7.76056,0.956236,0.379923,0.956236,0.592584,0.740602,0.576398,0.740602,0.564088,0.997625,0.262392,0.997625,0.54808,0.321,0.321,0.321,0.310882,39.4209,34.2702,35.8074,8.16032
2014_Sep_17_18_39_12,http://www.youtube.com/watch?v=XywZg1ijpDU,0.0692304,0.567861,6.24886,1.17063,0.497148,0.472158,0.877372,0.483599,0.572876,2.47667,1.46328,1.34463,0.915042,10.5608,2.75384,1.16831,1.12676,0.807853,8.7411,2.75384,0.576607,0.379162,0.576607,0.363992,0.464049,0.570695,0.570695,0.459414,0.52023,0.24978,0.52023,0.272991,0.321,0.321,0.321,0.308,12.7921,9.13615,13.5321,4.11033
2014_Sep_17_18_39_13,http://www.youtube.com/watch?v=H_efc6vJVM8,0.0825895,0.583563,7.51716,0.715766,0.497544,0.443033,0.962074,0.564577,0.78753,2.91603,1.58641,1.04592,0.79753,8.51982,4.78932,1.10858,0.804885,0.682366,4.08579,4.78932,0.606975,0.39582,0.606975,0.400824,0.469793,0.573561,0.573561,0.46244,0.642572,0.274923,0.642572,0.335399,0.321,0.321,0.321,0.323499,15.7263,12.7086,16.7531,5.06709
2014_Sep_17_18_39_14,http://www.youtube.com/watch?v=PaJVc0fO8f4,0.0660797,0.797893,11.4466,0.397289,0.499343,0.828852,0.940365,0.48985,1.92151,2.02785,1.22347,1.40898,0.790409,3.9406,5.9392,0.969029,1.43824,0.682755,2.76861,5.9392,0.377656,0.249564,0.377656,0.266174,0.561452,0.452791,0.561452,0.446267,0.267111,0.19464,0.267111,0.151098,0.321,0.321,0.321,0.269979,12.4973,7.84665,22.2929,7.26303
2014_Sep_17_18_39_15,http://www.youtube.com/watch?v=3dBNLQKlyUk,0.0635975,0.449842,7.99077,0.944661,0.49926,0.550578,0.315825,0.527603,1.71119,1.75913,1.12625,0.682418,1.21864,3.46173,4.10155,0.936984,0.450604,0.863381,4.26485,4.10155,0.467869,0.249818,0.467869,0.360843,0.440298,0.452791,0.452791,0.395187,0.466573,0.236066,0.466573,0.289161,0.321,0.321,0.321,0.326429,12.2406,10.4737,14.2312,5.01139
2014_Sep_17_18_39_16,http://www.youtube.com/watch?v=fVFsv7uBux4,0.102081,0.533005,10.0591,1.01291,0.419343,0.582924,0.658095,0.523563,2.01074,2.70746,1.36269,0.946702,0.81376,6.7383,5.46251,1.04699,0.702019,0.617735,3.32941,5.46251,0.420781,0.248783,0.420781,0.343639,0.448056,0.452791,0.452791,0.390249,0.458326,0.234909,0.458326,0.306587,0.321,0.321,0.321,0.280751,14.3144,14.0734,17.6235,6.50375
2014_Sep_17_18_39_17,http://www.youtube.com/watch?v=-ZxivkfFkYA,0.089078,0.577336,37.3132,0.930859,0.497331,2.01573,0.602941,0.613439,1.60275,10.8074,5.20803,0.753862,1.25107,10.4529,15.9707,3.85383,0.704741,1.06354,3.62038,15.9707,0.796265,0.28301,0.796265,0.503626,0.809318,0.534001,0.809318,0.465186,0.83599,0.214663,0.83599,0.537341,0.321,0.321,0.321,0.267715,89.8138,93.3825,83.3107,25.1943
2014_Sep_17_18_39_18,http://www.youtube.com/watch?v=vp9QSAX0Q9w,0.0836981,0.382935,11.8108,1.33513,0.499536,0.467473,0.884273,0.515719,0.96846,2.46104,1.7835,0.653199,0.876775,8.93591,7.36964,1.07134,0.687557,0.719509,5.33739,7.36964,0.557055,0.283976,0.557055,0.326417,0.525906,0.574697,0.574697,0.497176,0.721506,0.237941,0.721506,0.340394,0.321,0.321,0.321,0.318268,19.6411,18.3208,26.4286,7.99277
2014_Sep_17_18_39_19,http://www.youtube.com/watch?v=Am201u4Ru5c,0.0746283,0.525043,8.4549,0.748351,0.497414,0.614474,1.0302,0.617143,1.83171,1.86033,1.04138,0.921717,1.52563,3.22474,3.73734,0.931601,0.967319,1.09406,4.43658,3.73734,0.538779,0.284973,0.538779,0.324164,0.698225,0.574846,0.698225,0.575865,0.446834,0.217555,0.446834,0.21841,0.321,0.321,0.321,0.28174,15.0249,9.34744,21.9368,4.45678
2014_Sep_17_18_39_20,http://www.youtube.com/watch?v=xnnGiKtl4us,0.0541744,0.0941964,11.161,2.47362,0.477031,0.436598,0.24033,0.453823,1.78042,1.66535,1.06319,0.468424,0.792295,12.3902,6.68086,0.682947,0.229047,0.828563,7.47039,6.68086,0.403993,0.399955,0.403993,0.291343,0.560221,0.586018,0.586018,0.506619,0.41506,0.268839,0.41506,0.223882,0.321,0.321,0.321,0.291555,17.3107,12.4349,27.2501,7.74
2014_Sep_17_18_39_21,http://www.youtube.com/watch?v=xPH5ut3lPYs,0.0912011,0.576875,8.38087,0.727796,0.462495,0.494802,1.06554,0.604546,1.65403,3.32719,1.95188,1.02024,0.88353,11.3799,3.81953,1.39809,0.985388,0.716354,9.1112,3.81953,0.710415,0.380039,0.710415,0.424054,0.598432,0.586068,0.598432,0.525777,0.786086,0.290466,0.786086,0.399578,0.321,0.321,0.321,0.322924,19.2793,15.957,21.6332,5.51602
2014_Sep_17_18_39_22,http://www.youtube.com/watch?v=9sIZEtelkA4,0.0411169,0.639102,6.11531,0.872223,0.462495,0.416031,1.22637,0.521341,2.30358,1.35138,0.981083,0.631045,0.860848,5.64328,2.29321,0.730588,0.566778,0.841815,6.17246,2.29321,0.387927,0.378851,0.387927,0.296013,0.561536,0.585894,0.585894,0.509092,0.378273,0.272843,0.378273,0.232608,0.321,0.321,0.321,0.29912,9.9676,6.81447,15.0196,3.98958
2014_Sep_17_18_39_23,http://www.youtube.com/watch?v=uoyDa8pqSxU,0.0901432,0.192736,12.3546,0.890923,0.489555,0.71536,0.567515,0.884811,1.01337,2.41016,1.69778,0.274911,0.873427,4.48524,5.24467,1.24381,0.349596,0.708127,2.94204,5.24467,0.487286,0.226428,0.487286,0.252389,0.569408,0.392532,0.569408,0.389091,0.45392,0.241251,0.45392,0.254627,0.321,0.321,0.321,0.265436,15.2681,13.1081,23.2401,7.61923
2014_Sep_17_18_39_24,http://www.youtube.com/watch?v=7zk8K4YgZto,0.0922755,0.513671,9.91623,0.147916,0.494782,0.877942,1.05294,0.522965,0.791123,3.51731,2.20331,0.884897,0.855808,6.10553,4.88037,1.8166,0.853433,0.708388,3.98406,4.88037,0.784538,0.228222,0.784538,0.385087,0.646852,0.394777,0.646852,0.430282,0.83317,0.162662,0.83317,0.362084,0.321,0.321,0.321,0.303211,17.6675,14.8297,19.6349,5.96161
2014_Sep_17_18_39_25,http://www.youtube.com/watch?v=xvz9LplSZ9w,0.0619998,0.263912,11.6499,1.40381,0.498456,0.432155,0.915746,0.52716,0.903648,2.22009,1.03652,0.732853,0.907813,3.84043,6.26802,1.01932,0.670547,0.644901,5.68507,6.26802,0.363726,0.226274,0.363726,0.225185,0.414384,0.3918,0.414384,0.347046,0.204824,0.160829,0.204824,0.127376,0.321,0.321,0.321,0.274272,13.5213,6.56854,20.2352,6.47168
2014_Sep_17_18_39_26,http://www.youtube.com/watch?v=Cxqyop66foo,0.117308,0.348874,9.01798,0.408857,0.495764,0.91059,0.390294,0.617521,1.76513,2.28391,1.92105,0.471929,1.24855,5.7539,3.39582,1.44321,0.36776,0.829434,3.32703,3.39582,0.837034,0.408932,0.837034,0.512728,0.753708,0.548297,0.753708,0.590021,0.863436,0.288119,0.863436,0.466574,0.321,0.321,0.321,0.310678,20.3586,18.9179,23.1046,5.80584
2014_Sep_17_18_39_27,http://www.youtube.com/watch?v=GkhKIkFQZfE,0.0405844,0.732667,4.53217,0.686332,0.491302,0.374531,0.452338,0.510756,1.69328,1.31252,0.62501,0.49032,0.839533,2.00795,1.18588,0.643483,0.454362,0.77278,2.29681,1.18588,0.345043,0.389888,0.389888,0.263749,0.500876,0.562388,0.562388,0.46539,0.212937,0.222076,0.222076,0.136392,0.321,0.321,0.321,0.312628,5.52631,2.88471,8.57058,3.06
2014_Sep_17_18_39_28,http://www.youtube.com/watch?v=robHwWU6zXA,0.0639911,0.625374,6.77268,0.979427,0.497124,0.287101,0.00857251,0.664441,1.48166,1.93969,0.745157,0.669207,1.28912,3.06528,1.85947,0.700373,0.611296,0.73388,2.00879,1.85947,0.413341,0.386503,0.413341,0.284775,0.466627,0.549283,0.549283,0.442579,0.235267,0.210488,0.235267,0.132952,0.321,0.321,0.321,0.27974,8.51339,4.19848,12.5736,4.478
2014_Sep_17_18_39_29,http://www.youtube.com/watch?v=t7IBHY1VHyA,0.084863,0.526009,8.9606,1.2537,0.499294,0.459333,0.273204,0.519362,1.92997,1.49154,0.671971,0.371148,0.744306,3.42929,3.14162,0.481644,0.281682,3.15648,1.69516,3.14162,0.268328,0.252854,0.268328,0.207217,0.458578,0.450648,0.458578,0.402059,0.233708,0.163322,0.233708,0.122477,0.321,0.321,0.321,0.246512,8.85492,5.43922,16.2904,6.02861
2014_Sep_17_18_39_30,http://www.youtube.com/watch?v=G59jaDqGKqc,0.139217,0.430116,12.7107,0.966727,0.489705,1.07612,0.511879,0.550873,2.4729,2.76168,1.79948,0.390755,3.71252,8.07451,6.5347,1.45911,0.306318,1.50061,5.30173,6.5347,0.614981,0.184945,0.614981,0.291058,0.713668,0.416771,0.713668,0.49121,0.618221,0.108311,0.618221,0.218593,0.321,0.321,0.321,0.203646,16.306,11.8301,26.5563,7.17356
2014_Sep_17_18_39_31,http://www.youtube.com/watch?v=Nw4veSupc2Y,0.095752,0.923548,6.01704,0.569892,0.489705,0.247099,0.33134,0.586845,0.0883728,2.72102,1.25312,0.864139,0.523701,9.37694,2.76291,0.88642,0.820306,0.513983,3.04384,2.76291,0.3317,0.189628,0.3317,0.186635,0.340766,0.416277,0.416277,0.288647,0.357512,0.239108,0.357512,0.19422,0.321,0.321,0.321,0.256396,4.81328,4.61737,7.90463,3.89939
2014_Sep_17_18_39_32,http://www.youtube.com/watch?v=g6jWC0lhiPk,0.105991,0.881988,6.78571,0.557785,0.489705,0.302354,0.828701,0.577603,0.117145,2.52216,1.07878,0.703028,0.633788,3.25059,3.53215,0.867823,0.732943,0.597646,2.04595,3.53215,0.331979,0.184945,0.331979,0.180625,0.379837,0.416181,0.416181,0.310231,0.301258,0.198175,0.301258,0.160528,0.321,0.321,0.321,0.245282,5.36913,4.42976,9.55657,4.01685
2014_Sep_17_18_39_33,http://www.youtube.com/watch?v=uYhftRE_J3Y,0.0496289,0.258367,6.23436,0.472938,0.495142,0.545267,0.247565,0.583082,1.36131,1.90768,0.885429,0.479308,1.10224,4.74909,2.7702,0.69021,0.511072,1.0243,1.92037,2.7702,0.255138,0.192152,0.255138,0.15933,0.308013,0.393108,0.393108,0.20979,0.211156,0.162297,0.211156,0.106738,0.321,0.321,0.321,0.155929,4.51352,3.31914,7.97394,3.64281
2014_Sep_17_18_39_34,http://www.youtube.com/watch?v=KWuqd-rmaQY,0.0546549,0.855274,6.84774,0.476942,0.490947,0.518873,1.11308,0.707957,1.31555,3.78185,1.28169,0.904635,0.599765,10.8693,4.19264,0.765957,0.772919,0.440317,5.36939,4.19264,0.288053,0.192152,0.288053,0.191958,0.306328,0.350139,0.350139,0.121425,0.339965,0.196676,0.339965,0.195519,0.320684,0.321,0.321,0.243065,6.3724,7.2303,5.02264,4.65844
2014_Sep_17_18_39_35,http://www.youtube.com/watch?v=03d1IeU5epQ,0.0546925,0.911345,5.79719,0.402521,0.498357,0.579109,1.55982,0.658778,1.86435,2.70063,0.973613,0.922938,2.66144,8.66909,2.19446,0.642128,0.421024,0.537277,4.8428,2.19446,0.264805,0.192152,0.264805,0.15564,0.306189,0.336463,0.336463,0.139507,0.280184,0.204775,0.280184,0.153122,0.321,0.321,0.321,0.211991,4.73642,5.44843,4.12479,3.96
2014_Sep_17_18_39_36,http://www.youtube.com/watch?v=VWQGbZfcVUU,0.0513847,0.284432,7.84873,1.66857,0.496574,0.442767,0.3294,0.539313,0.914895,1.67582,0.763899,0.141733,1.53888,6.33085,3.72361,0.736084,0.193123,0.833202,3.88684,3.72361,0.243742,0.303247,0.303247,0.18184,0.402862,0.431594,0.431594,0.314497,0.169441,0.204286,0.204286,0.0881738,0.321,0.321,0.321,0.175302,7.69315,3.56076,12.5883,4.98271
